90194313265,LITERAL,1,,,16,33,__builtin.int,49,1759,1761,2,,ANY
90194313266,LITERAL,2,,,"""id""",13,__builtin.str,51,1804,1807,2,,ANY
90194313267,LITERAL,2,,,0,19,__builtin.int,51,1810,1811,2,,__builtin.int
90194313268,LITERAL,2,,,"""name""",13,__builtin.str,52,1825,1830,2,,ANY
90194313269,LITERAL,2,,,"""Administrator""",21,__builtin.str,52,1833,1847,2,,__builtin.str
90194313270,LITERAL,2,,,"""email""",13,__builtin.str,53,1862,1868,2,,ANY
90194313271,LITERAL,2,,,"""admin@system.com""",22,__builtin.str,53,1871,1888,2,,__builtin.str
90194313272,LITERAL,2,,,"""password""",13,__builtin.str,54,1903,1912,2,,ANY
90194313273,LITERAL,1,,,"""admin123""",31,__builtin.str,54,1921,1930,1,,ANY
90194313274,LITERAL,2,,,"""salt""",13,__builtin.str,55,1958,1963,2,,ANY
90194313275,LITERAL,2,,,"""phone""",13,__builtin.str,56,1990,1996,2,,ANY
90194313276,LITERAL,2,,,"""0000000000""",22,__builtin.str,56,1999,2010,2,,__builtin.str
90194313277,LITERAL,2,,,"""national_id""",13,__builtin.str,57,2025,2037,2,,ANY
90194313278,LITERAL,2,,,"""0000000000""",28,__builtin.str,57,2040,2051,2,,__builtin.str
90194313279,LITERAL,2,,,"""is_admin""",13,__builtin.str,58,2066,2075,2,,ANY
90194313280,LITERAL,2,,,True,25,__builtin.int,58,2078,2082,2,,__builtin.bool
90194313281,LITERAL,-1,,,"""""""Prompt until the user provides valid non-empty input.""""""",5,__builtin.str,69,2392,2448,1,,ANY
90194313282,LITERAL,-1,,,True,11,__builtin.int,70,2462,2466,1,,ANY
90194313283,LITERAL,1,,,"""This field cannot be empty.""",19,__builtin.str,73,2546,2574,1,,ANY
90194313284,LITERAL,-1,,,"""""""Prompt until the user enters a valid integer.""""""",5,__builtin.str,81,2743,2791,1,,ANY
90194313285,LITERAL,-1,,,True,11,__builtin.int,82,2805,2809,1,,ANY
90194313286,LITERAL,1,,,"""Please enter a valid number.""",15,__builtin.str,86,2915,2944,1,,ANY
90194313287,LITERAL,-1,,,"""""""Prompt until the user enters a valid YYYY-MM-DD date.""""""",5,__builtin.str,89,2975,3031,1,,ANY
90194313288,LITERAL,-1,,,True,11,__builtin.int,90,3045,3049,1,,ANY
90194313289,LITERAL,1,,,"""Invalid date. Use YYYY-MM-DD format.""",19,__builtin.str,96,3213,3250,1,,ANY
90194313290,LITERAL,-1,,,"""""""Ask a yes/no question; return True for 'y'.""""""",5,__builtin.str,99,3280,3326,1,,ANY
90194313291,LITERAL,2,,, (y/n): ,28,__builtin.str,100,3357,3365,2,,ANY
90194313292,LITERAL,2,,,"""y""",58,__builtin.str,100,3387,3389,2,,ANY
90194313293,LITERAL,1,,,"r""^[\\w.\\-+]+@[\\w\\-]+\\.[a-zA-Z]{2,}$""",26,__builtin.str,108,3621,3656,2,,ANY
90194313294,LITERAL,1,,,"r""^\\+?[\\d\\s\\-]{7,15}$""",26,__builtin.str,111,3718,3739,2,,ANY
90194313295,LITERAL,1,,,"r""^\\d{10,20}$""",26,__builtin.str,114,3805,3818,2,,ANY
90194313296,LITERAL,-1,,,"""""""Register a new user and save to file.""""""",5,__builtin.str,119,3935,3975,1,,ANY
90194313297,LITERAL,1,,,"""\\n── Register ──────────────────────────────────""",11,__builtin.str,120,3989,4038,1,,ANY
90194313298,LITERAL,1,,,"""Full name: """,24,__builtin.str,121,4064,4076,1,,ANY
90194313299,LITERAL,1,,,"""Email: """,24,__builtin.str,122,4102,4110,1,,ANY
90194313300,LITERAL,3,,,"""Enter a valid email address.""",61,__builtin.str,122,4139,4168,3,,ANY
90194313301,LITERAL,1,,,"""Phone: """,24,__builtin.str,123,4194,4202,1,,ANY
90194313302,LITERAL,3,,,"""Enter a valid phone number (7-15 digits).""",61,__builtin.str,123,4231,4273,3,,ANY
90194313303,LITERAL,1,,,"""National ID: """,24,__builtin.str,124,4299,4313,1,,ANY
90194313304,LITERAL,3,,,"""National ID must be 10-20 digits.""",61,__builtin.str,124,4336,4370,3,,ANY
90194313305,LITERAL,1,,,"""Password (min 6 chars): """,24,__builtin.str,125,4396,4421,1,,ANY
90194313306,LITERAL,2,,,6,44,__builtin.int,126,4467,4468,2,,ANY
90194313307,LITERAL,3,,,"""Password must be at least 6 characters.""",47,__builtin.str,126,4470,4510,3,,ANY
90194313308,LITERAL,2,,,"""email""",14,__builtin.str,131,4590,4596,2,,ANY
90194313309,LITERAL,1,,,"""An account with that email already exists.""",15,__builtin.str,132,4639,4682,1,,ANY
90194313310,LITERAL,2,,,"""id""",22,__builtin.str,135,4722,4725,2,,ANY
90194313311,LITERAL,-1,,default,0,53,__builtin.int,135,4753,4754,2,,ANY
90194313312,LITERAL,2,,,1,58,__builtin.int,135,4758,4759,2,,ANY
90194313313,LITERAL,1,,,16,26,__builtin.int,136,4785,4787,2,,ANY
90194313314,LITERAL,2,,,"""id""",9,__builtin.str,138,4822,4825,2,,ANY
90194313315,LITERAL,2,,,"""name""",9,__builtin.str,139,4854,4859,2,,ANY
90194313316,LITERAL,2,,,"""email""",9,__builtin.str,140,4883,4889,2,,ANY
90194313317,LITERAL,2,,,"""password""",9,__builtin.str,141,4913,4922,2,,ANY
90194313318,LITERAL,2,,,"""salt""",9,__builtin.str,142,4959,4964,2,,ANY
90194313319,LITERAL,2,,,"""phone""",9,__builtin.str,143,4988,4994,2,,ANY
90194313320,LITERAL,2,,,"""national_id""",9,__builtin.str,144,5018,5030,2,,ANY
90194313321,LITERAL,1,,,Registered successfully! Your user ID is ,13,__builtin.str,147,5094,5135,1,,ANY
90194313322,LITERAL,3,,,.,63,__builtin.str,147,5144,5145,3,,ANY
90194313323,LITERAL,-1,,,"""""""Authenticate the admin; allow up to MAX_LOGIN_ATTEMPTS tries.""""""",5,__builtin.str,151,5173,5237,1,,ANY
90194313324,LITERAL,1,,,"""\\n── Admin Login ───────────────────────────────""",11,__builtin.str,152,5251,5300,1,,ANY
90194313325,LITERAL,1,,,"""Admin password: """,26,__builtin.str,154,5381,5398,1,,ANY
90194313326,LITERAL,1,,,"""is_admin""",52,__builtin.str,156,5489,5498,2,,ANY
90194313327,LITERAL,2,,,None,66,,156,5503,5507,2,,ANY
90194313328,LITERAL,1,,,"""salt""",30,__builtin.str,158,5556,5561,2,,ANY
90194313329,LITERAL,2,,,"""""",38,__builtin.str,158,5564,5565,3,,ANY
90194313330,LITERAL,2,,,"""password""",22,__builtin.str,159,5589,5598,2,,ANY
90194313331,LITERAL,1,,,"""Login successful.""",23,__builtin.str,160,5649,5667,1,,ANY
90194313332,LITERAL,1,,,True,24,__builtin.int,161,5693,5697,1,,__builtin.bool
90194313333,LITERAL,1,,,Wrong password. (,17,__builtin.str,162,5714,5731,1,,ANY
90194313334,LITERAL,3,,,/,43,__builtin.str,162,5740,5741,3,,ANY
90194313335,LITERAL,5,,,),64,__builtin.str,162,5761,5762,5,,ANY
90194313336,LITERAL,1,,,1,26,__builtin.int,153,5328,5329,1,,ANY
90194313337,LITERAL,2,,,1,50,__builtin.int,153,5352,5353,2,,ANY
90194313338,LITERAL,1,,,"""Too many failed attempts.""",11,__builtin.str,163,5775,5801,1,,ANY
90194313339,LITERAL,1,,,False,12,__builtin.int,164,5815,5820,1,,__builtin.bool
90194313340,LITERAL,-1,,,"""""""Authenticate a regular user. Returns user dict on success, None on failure.""""""",5,__builtin.str,168,5845,5923,1,,ANY
90194313341,LITERAL,1,,,"""\\n── User Login ────────────────────────────────""",11,__builtin.str,169,5937,5986,1,,ANY
90194313342,LITERAL,1,,,"""Email: """,26,__builtin.str,171,6067,6075,1,,ANY
90194313343,LITERAL,1,,,"""Password: """,26,__builtin.str,172,6111,6122,1,,ANY
90194313344,LITERAL,1,,,"""is_admin""",29,__builtin.str,176,6306,6315,2,,ANY
90194313345,LITERAL,2,,,"""email""",50,__builtin.str,176,6327,6333,2,,ANY
90194313346,LITERAL,1,,,"""salt""",33,__builtin.str,177,6378,6383,2,,ANY
90194313347,LITERAL,2,,,"""""",41,__builtin.str,177,6386,6387,3,,ANY
90194313348,LITERAL,2,,,"""password""",25,__builtin.str,178,6414,6423,2,,ANY
90194313349,LITERAL,1,,,"Welcome, ",29,__builtin.str,179,6480,6489,1,,ANY
90194313350,LITERAL,2,,,'name',44,__builtin.str,179,6495,6500,2,,ANY
90194313351,LITERAL,3,,,!,52,__builtin.str,179,6503,6504,3,,ANY
90194313352,LITERAL,1,,,Wrong email or password. (,17,__builtin.str,181,6555,6581,1,,ANY
90194313353,LITERAL,3,,,/,52,__builtin.str,181,6590,6591,3,,ANY
90194313354,LITERAL,5,,,),73,__builtin.str,181,6611,6612,5,,ANY
90194313355,LITERAL,1,,,1,26,__builtin.int,170,6014,6015,1,,ANY
90194313356,LITERAL,2,,,1,50,__builtin.int,170,6038,6039,2,,ANY
90194313357,LITERAL,1,,,"""Too many failed attempts.""",11,__builtin.str,182,6625,6651,1,,ANY
90194313358,LITERAL,1,,,None,12,,183,6665,6669,1,,__builtin.None
90194313359,LITERAL,-1,,,"""""""Sub-menu: add or remove a vaccination center.""""""",5,__builtin.str,188,6785,6833,1,,ANY
90194313360,LITERAL,1,,,"""\\n1. Add a new center""",11,__builtin.str,189,6847,6869,1,,ANY
90194313361,LITERAL,1,,,"""2. Remove an existing center""",11,__builtin.str,190,6882,6911,1,,ANY
90194313362,LITERAL,1,,,"""3. Back""",11,__builtin.str,191,6924,6932,1,,ANY
90194313363,LITERAL,1,,,"""Choice (1-3): """,20,__builtin.str,192,6954,6969,1,,ANY
90194313364,LITERAL,2,,,"""1""",18,__builtin.str,194,6990,6992,2,,ANY
90194313365,LITERAL,1,,,"""Center name: """,25,__builtin.str,195,7019,7033,1,,ANY
90194313366,LITERAL,1,,,"""Address: """,25,__builtin.str,196,7060,7070,1,,ANY
90194313367,LITERAL,1,,,""",""",73,__builtin.str,198,7175,7177,2,,ANY
90194313368,LITERAL,1,,,"""Vaccines (comma-separated): """,35,__builtin.str,198,7137,7166,1,,ANY
90194313369,LITERAL,1,,,"""You must enter at least one vaccine.""",19,__builtin.str,201,7257,7294,1,,ANY
90194313370,LITERAL,2,,,"""id""",26,__builtin.str,204,7379,7382,2,,ANY
90194313371,LITERAL,-1,,default,0,59,__builtin.int,204,7412,7413,2,,ANY
90194313372,LITERAL,2,,,1,64,__builtin.int,204,7417,7418,2,,ANY
90194313373,LITERAL,2,,,"""id""",25,__builtin.str,205,7443,7446,2,,ANY
90194313374,LITERAL,2,,,"""name""",39,__builtin.str,205,7457,7462,2,,ANY
90194313375,LITERAL,2,,,"""address""",26,__builtin.str,206,7496,7504,2,,ANY
90194313376,LITERAL,2,,,"""vaccines""",46,__builtin.str,206,7516,7525,2,,ANY
90194313377,LITERAL,1,,,Center ',17,__builtin.str,208,7592,7600,1,,ANY
90194313378,LITERAL,3,,,' added with ID ,31,__builtin.str,208,7606,7622,3,,ANY
90194313379,LITERAL,5,,,.,55,__builtin.str,208,7630,7631,5,,ANY
90194313380,LITERAL,2,,,"""2""",20,__builtin.str,210,7654,7656,2,,ANY
90194313381,LITERAL,1,,,"""No centers on file.""",19,__builtin.str,213,7739,7759,1,,ANY
90194313382,LITERAL,1,,,"""Enter center ID to remove: """,30,__builtin.str,215,7810,7838,1,,ANY
90194313383,LITERAL,2,,,"""id""",51,__builtin.str,216,7891,7894,2,,ANY
90194313384,LITERAL,2,,,None,72,,216,7912,7916,2,,ANY
90194313385,LITERAL,1,,,"""Center not found.""",19,__builtin.str,218,7959,7977,1,,ANY
90194313386,LITERAL,2,,,"""center_id""",18,__builtin.str,223,8131,8141,2,,ANY
90194313387,LITERAL,1,,,"""Cannot remove center: Active reservations are linked to it.""",19,__builtin.str,224,8199,8259,1,,ANY
90194313388,LITERAL,1,,,Remove ',27,__builtin.str,227,8308,8316,1,,ANY
90194313389,LITERAL,2,,,'name',43,__builtin.str,227,8324,8329,2,,ANY
90194313390,LITERAL,3,,,'?,51,__builtin.str,227,8332,8334,3,,ANY
90194313391,LITERAL,1,,,"""Cancelled.""",19,__builtin.str,228,8356,8367,1,,ANY
90194313392,LITERAL,2,,,"""id""",54,__builtin.str,230,8442,8445,2,,ANY
90194313393,LITERAL,1,,,"""Center removed.""",15,__builtin.str,231,8477,8493,1,,ANY
90194313394,LITERAL,2,,,"""3""",20,__builtin.str,233,8516,8518,2,,ANY
90194313395,LITERAL,1,,,"""Invalid choice.""",15,__builtin.str,236,8560,8576,1,,ANY
90194313396,LITERAL,-1,,,"""""""Search for a vaccination center by name (case-insensitive substring match).""""""",5,__builtin.str,240,8614,8692,1,,ANY
90194313397,LITERAL,1,,,"""Enter center name to search: """,21,__builtin.str,241,8716,8746,1,,ANY
90194313398,LITERAL,2,,,"""name""",49,__builtin.str,243,8847,8852,2,,ANY
90194313399,LITERAL,1,,,\\nFound ,17,__builtin.str,246,8895,8903,1,,ANY
90194313400,LITERAL,3,,, center(s):,37,__builtin.str,246,8915,8926,3,,ANY
90194313401,LITERAL,1,,,\\nID:       ,21,__builtin.str,248,8973,8985,1,,ANY
90194313402,LITERAL,2,,,'id',36,__builtin.str,248,8988,8991,2,,ANY
90194313403,LITERAL,1,,,Name:     ,21,__builtin.str,249,9017,9027,1,,ANY
90194313404,LITERAL,2,,,'name',34,__builtin.str,249,9030,9035,2,,ANY
90194313405,LITERAL,1,,,Address:  ,21,__builtin.str,250,9061,9071,1,,ANY
90194313406,LITERAL,2,,,'address',34,__builtin.str,250,9074,9082,2,,ANY
90194313407,LITERAL,1,,,Vaccines: ,21,__builtin.str,251,9108,9118,1,,ANY
90194313408,LITERAL,2,,,'vaccines',44,__builtin.str,251,9131,9140,2,,ANY
90194313409,LITERAL,2,,,"', '",32,__builtin.str,251,9119,9122,2,,__builtin.str
90194313410,LITERAL,1,,,"""-""",19,__builtin.str,252,9165,9167,1,,ANY
90194313411,LITERAL,2,,,20,25,__builtin.int,252,9171,9173,2,,ANY
90194313412,LITERAL,1,,,"""No center found matching that name.""",15,__builtin.str,254,9199,9235,1,,ANY
90194313413,LITERAL,-1,,,"""""""Print every registered user and their reservation status.""""""",5,__builtin.str,258,9279,9339,1,,ANY
90194313414,LITERAL,1,,,"""No users registered yet.""",15,__builtin.str,264,9496,9521,1,,ANY
90194313415,LITERAL,2,,,"""id""",21,__builtin.str,267,9560,9563,2,,ANY
90194313416,LITERAL,2,,,"""name""",30,__builtin.str,267,9569,9574,2,,ANY
90194313417,LITERAL,1,,,"""\\n── Registered Users ──────────────────────────""",11,__builtin.str,269,9606,9655,1,,ANY
90194313418,LITERAL,1,,,ID: ,17,__builtin.str,271,9694,9698,1,,ANY
90194313419,LITERAL,2,,,'id',24,__builtin.str,271,9701,9704,2,,ANY
90194313420,LITERAL,3,,,  |  Name: ,30,__builtin.str,271,9707,9718,3,,ANY
90194313421,LITERAL,2,,,'name',44,__builtin.str,271,9721,9726,2,,ANY
90194313422,LITERAL,5,,,  |  ,52,__builtin.str,271,9729,9734,5,,ANY
90194313423,LITERAL,1,,,Email: ,17,__builtin.str,272,9752,9759,1,,ANY
90194313424,LITERAL,2,,,'email',27,__builtin.str,272,9762,9768,2,,ANY
90194313425,LITERAL,3,,,  |  Phone: ,36,__builtin.str,272,9771,9783,3,,ANY
90194313426,LITERAL,2,,,'phone',51,__builtin.str,272,9786,9792,2,,ANY
90194313427,LITERAL,2,,,"""user_id""",50,__builtin.str,274,9848,9856,2,,ANY
90194313428,LITERAL,2,,,"""id""",66,__builtin.str,274,9864,9867,2,,ANY
90194313429,LITERAL,2,,,None,74,,274,9872,9876,2,,ANY
90194313430,LITERAL,2,,,"""center_id""",46,__builtin.str,276,9939,9949,2,,ANY
90194313431,LITERAL,2,,,"""Unknown""",60,__builtin.str,276,9953,9961,3,,ANY
90194313432,LITERAL,1,,,"""date""",35,__builtin.str,277,9998,10003,2,,ANY
90194313433,LITERAL,2,,,"""pending""",46,__builtin.str,277,10009,10017,2,,ANY
90194313434,LITERAL,1,,,   ↳ Reservation: ,21,__builtin.str,278,10039,10057,1,,ANY
90194313435,LITERAL,2,,,'vaccine',44,__builtin.str,278,10062,10070,2,,ANY
90194313436,LITERAL,3,,, at ,55,__builtin.str,278,10073,10077,3,,ANY
90194313437,LITERAL,2,,, | Date: ,34,__builtin.str,279,10112,10121,2,,ANY
90194313438,LITERAL,1,,,"""   ↳ No reservation""",19,__builtin.str,281,10166,10186,1,,ANY
90194313439,LITERAL,1,,,"""-""",15,__builtin.str,282,10203,10205,1,,ANY
90194313440,LITERAL,2,,,46,21,__builtin.int,282,10209,10211,2,,ANY
90194313441,LITERAL,-1,,,"""""""Assign a vaccination date (automatically or manually) for a user's reservation.""""""",5,__builtin.str,286,10245,10327,1,,ANY
90194313442,LITERAL,1,,,"""Enter user ID: """,29,__builtin.str,288,10403,10419,1,,ANY
90194313443,LITERAL,2,,,"""user_id""",46,__builtin.str,290,10468,10476,2,,ANY
90194313444,LITERAL,2,,,None,70,,290,10492,10496,2,,ANY
90194313445,LITERAL,1,,,"""No reservation found for that user.""",15,__builtin.str,292,10528,10564,1,,ANY
90194313446,LITERAL,2,,,"""date""",12,__builtin.str,295,10594,10599,2,,ANY
90194313447,LITERAL,1,,,This user already has an assigned date: ,17,__builtin.str,296,10619,10659,1,,ANY
90194313448,LITERAL,2,,,'date',62,__builtin.str,296,10664,10669,2,,ANY
90194313449,LITERAL,1,,,"""Choose date assignment option:""",11,__builtin.str,299,10701,10732,1,,ANY
90194313450,LITERAL,1,,,"""1. Automatically assign date (10-30 days from today)""",11,__builtin.str,300,10745,10798,1,,ANY
90194313451,LITERAL,1,,,"""2. Manually enter date (YYYY-MM-DD)""",11,__builtin.str,301,10811,10847,1,,ANY
90194313452,LITERAL,1,,,"""Choice (1-2): """,20,__builtin.str,302,10869,10884,1,,ANY
90194313453,LITERAL,2,,,"""1""",18,__builtin.str,304,10913,10915,2,,ANY
90194313454,LITERAL,1,,,10,41,__builtin.int,305,10958,10960,2,,ANY
90194313455,LITERAL,2,,,30,45,__builtin.int,305,10962,10964,3,,ANY
90194313456,LITERAL,1,,,"""%Y-%m-%d""",92,__builtin.str,306,11057,11066,2,,ANY
90194313457,LITERAL,2,,,"""2""",20,__builtin.str,307,11088,11090,2,,ANY
90194313458,LITERAL,1,,,"""Enter date (YYYY-MM-DD): """,36,__builtin.str,308,11128,11154,1,,ANY
90194313459,LITERAL,1,,,"""Invalid choice. Operation cancelled.""",15,__builtin.str,310,11181,11218,1,,ANY
90194313460,LITERAL,2,,,"""date""",9,__builtin.str,313,11245,11250,2,,ANY
90194313461,LITERAL,1,,,Reservation accepted! Assigned date: ,13,__builtin.str,315,11327,11364,1,,ANY
90194313462,LITERAL,-1,,,"""""""Display all vaccination centers.""""""",5,__builtin.str,320,11489,11524,1,,ANY
90194313463,LITERAL,1,,,"""No vaccination centers available yet.""",15,__builtin.str,323,11596,11634,1,,ANY
90194313464,LITERAL,1,,,"""\\n── Vaccination Centers ───────────────────────""",11,__builtin.str,325,11662,11711,1,,ANY
90194313465,LITERAL,1,,,ID: ,17,__builtin.str,327,11752,11756,1,,ANY
90194313466,LITERAL,2,,,'id',24,__builtin.str,327,11759,11762,2,,ANY
90194313467,LITERAL,3,,,  |  ,30,__builtin.str,327,11765,11770,3,,ANY
90194313468,LITERAL,2,,,'name',38,__builtin.str,327,11773,11778,2,,ANY
90194313469,LITERAL,5,,,  |  ,46,__builtin.str,327,11781,11786,5,,ANY
90194313470,LITERAL,2,,,'address',54,__builtin.str,327,11789,11797,2,,ANY
90194313471,LITERAL,1,,,   Vaccines: ,17,__builtin.str,328,11819,11832,1,,ANY
90194313472,LITERAL,2,,,'vaccines',43,__builtin.str,328,11845,11854,2,,ANY
90194313473,LITERAL,2,,,"', '",31,__builtin.str,328,11833,11836,2,,__builtin.str
90194313474,LITERAL,1,,,"""-""",11,__builtin.str,329,11871,11873,1,,ANY
90194313475,LITERAL,2,,,46,17,__builtin.int,329,11877,11879,2,,ANY
90194313476,LITERAL,-1,,,"""""""Allow the user to reserve a vaccination slot.""""""",5,__builtin.str,333,11918,11966,1,,ANY
90194313477,LITERAL,2,,,"""user_id""",14,__builtin.str,337,12059,12067,2,,ANY
90194313478,LITERAL,2,,,"""id""",33,__builtin.str,337,12078,12081,2,,ANY
90194313479,LITERAL,1,,,"""You already have a reservation. View it with option 3.""",15,__builtin.str,338,12122,12177,1,,ANY
90194313480,LITERAL,1,,,"""Center ID: """,26,__builtin.str,346,12310,12322,1,,ANY
90194313481,LITERAL,2,,,"""id""",47,__builtin.str,347,12371,12374,2,,ANY
90194313482,LITERAL,2,,,None,68,,347,12392,12396,2,,ANY
90194313483,LITERAL,1,,,"""Center not found.""",15,__builtin.str,350,12432,12450,1,,ANY
90194313484,LITERAL,1,,,Available vaccines: ,13,__builtin.str,353,12481,12501,1,,ANY
90194313485,LITERAL,2,,,'vaccines',51,__builtin.str,353,12519,12528,2,,ANY
90194313486,LITERAL,2,,,"', '",34,__builtin.str,353,12502,12505,2,,__builtin.str
90194313487,LITERAL,1,,,"""Vaccine name: """,20,__builtin.str,354,12554,12569,1,,ANY
90194313488,LITERAL,2,,,"""vaccines""",39,__builtin.str,357,12640,12649,2,,ANY
90194313489,LITERAL,2,,,None,85,,357,12686,12690,2,,ANY
90194313490,LITERAL,1,,,"""That vaccine is not available at this center.""",15,__builtin.str,359,12726,12772,1,,ANY
90194313491,LITERAL,2,,,"""user_id""",9,__builtin.str,363,12825,12833,2,,ANY
90194313492,LITERAL,2,,,"""id""",27,__builtin.str,363,12843,12846,2,,ANY
90194313493,LITERAL,2,,,"""center_id""",9,__builtin.str,364,12858,12868,2,,ANY
90194313494,LITERAL,2,,,"""vaccine""",9,__builtin.str,365,12890,12898,2,,ANY
90194313495,LITERAL,2,,,"""date""",9,__builtin.str,366,12955,12960,2,,ANY
90194313496,LITERAL,2,,,None,22,,366,12968,12972,2,,__builtin.None
90194313497,LITERAL,1,,,"""Reservation made! The admin will assign your date.""",11,__builtin.str,369,13034,13085,1,,ANY
90194313498,LITERAL,-1,,,"""""""Show the user their assigned vaccination date.""""""",5,__builtin.str,373,13127,13176,1,,ANY
90194313499,LITERAL,2,,,"""user_id""",46,__builtin.str,375,13269,13277,2,,ANY
90194313500,LITERAL,2,,,"""id""",65,__builtin.str,375,13288,13291,2,,ANY
90194313501,LITERAL,2,,,None,73,,375,13296,13300,2,,ANY
90194313502,LITERAL,1,,,"""You have no reservation yet.""",15,__builtin.str,378,13333,13362,1,,ANY
90194313503,LITERAL,2,,,"""date""",14,__builtin.str,379,13378,13383,2,,ANY
90194313504,LITERAL,2,,,"""name""",16,__builtin.str,382,13472,13477,2,,ANY
90194313505,LITERAL,2,,,"""id""",46,__builtin.str,382,13502,13505,2,,ANY
90194313506,LITERAL,2,,,"""center_id""",59,__builtin.str,382,13515,13525,2,,ANY
90194313507,LITERAL,2,,,"""Unknown""",13,__builtin.str,383,13542,13550,2,,ANY
90194313508,LITERAL,1,,,Your vaccination: ,17,__builtin.str,385,13578,13596,1,,ANY
90194313509,LITERAL,2,,,'vaccine',40,__builtin.str,385,13601,13609,2,,ANY
90194313510,LITERAL,3,,, at ,51,__builtin.str,385,13612,13616,3,,ANY
90194313511,LITERAL,5,,, ,68,__builtin.str,385,13629,13630,5,,ANY
